escola;Cod_turma;Turma;Tipo_Turma;Turno;Capacidade_sala;Serie;Alunos_Matriculados;Alunos_Matriculados_NEE
CAIC ELOMIR SILVA;21784;411;NORMAL;MANHÃ;25;4º ANO;16;0
CAIC ELOMIR SILVA;21785;412;NORMAL;MANHÃ;25;4º ANO;19;2
CAIC ELOMIR SILVA;21786;413;NORMAL;MANHÃ;25;4º ANO;16;1
CAIC ELOMIR SILVA;21787;421;NORMAL;TARDE;25;4º ANO;16;2
CAIC ELOMIR SILVA;21788;422;NORMAL;TARDE;25;4º ANO;18;2
CAIC ELOMIR SILVA;21789;423;NORMAL;TARDE;25;4º ANO;19;2
CAIC ELOMIR SILVA;21790;511;NORMAL;MANHÃ;25;5º ANO;18;0
CAIC ELOMIR SILVA;21791;512;NORMAL;MANHÃ;25;5º ANO;19;2
CAIC ELOMIR SILVA;21792;513;NORMAL;MANHÃ;25;5º ANO;17;0
CAIC ELOMIR SILVA;21793;521;NORMAL;TARDE;25;5º ANO;16;1
CAIC ELOMIR SILVA;21794;522;NORMAL;TARDE;25;5º ANO;19;3
CAIC ELOMIR SILVA;21795;523;NORMAL;TARDE;25;5º ANO;15;1
CAIC ELOMIR SILVA;21796;611;NORMAL;MANHÃ;35;6º ANO;31;3
CAIC ELOMIR SILVA;21797;612;NORMAL;MANHÃ;35;6º ANO;32;3
CAIC ELOMIR SILVA;21798;613;NORMAL;MANHÃ;35;6º ANO;23;2
CAIC ELOMIR SILVA;21799;614;NORMAL;MANHÃ;35;6º ANO;24;2
CAIC ELOMIR SILVA;21800;621;NORMAL;TARDE;35;6º ANO;26;1
CAIC ELOMIR SILVA;21801;622;NORMAL;TARDE;35;6º ANO;26;3
CAIC ELOMIR SILVA;21802;623;NORMAL;TARDE;35;6º ANO;20;3
CAIC ELOMIR SILVA;21803;624;NORMAL;TARDE;35;6º ANO;19;3
CAIC ELOMIR SILVA;21804;711;NORMAL;MANHÃ;36;7º ANO;34;4
CAIC ELOMIR SILVA;21805;712;NORMAL;MANHÃ;36;7º ANO;35;3
CAIC ELOMIR SILVA;21806;713;NORMAL;MANHÃ;36;7º ANO;34;3
CAIC ELOMIR SILVA;21808;714;NORMAL;MANHÃ;35;7º ANO;34;2
CAIC ELOMIR SILVA;21809;721;NORMAL;TARDE;35;7º ANO;27;0
CAIC ELOMIR SILVA;21810;722;NORMAL;TARDE;35;7º ANO;32;1
CAIC ELOMIR SILVA;21811;723;NORMAL;TARDE;35;7º ANO;29;0
CAIC ELOMIR SILVA;21812;724;NORMAL;TARDE;35;7º ANO;30;1
CAIC ELOMIR SILVA;21813;811;NORMAL;MANHÃ;35;8º ANO;35;3
CAIC ELOMIR SILVA;21814;812;NORMAL;MANHÃ;35;8º ANO;35;1
CAIC ELOMIR SILVA;21815;813;NORMAL;MANHÃ;35;8º ANO;33;2
CAIC ELOMIR SILVA;21816;814;NORMAL;MANHÃ;35;8º ANO;33;2
CAIC ELOMIR SILVA;21817;821;NORMAL;TARDE;35;8º ANO;33;3
CAIC ELOMIR SILVA;21818;822;NORMAL;TARDE;35;8º ANO;32;5
CAIC ELOMIR SILVA;21819;823;NORMAL;TARDE;35;8º ANO;31;4
CAIC ELOMIR SILVA;21820;824;NORMAL;TARDE;35;8º ANO;31;5
CAIC ELOMIR SILVA;21821;911;NORMAL;MANHÃ;35;9º ANO;33;1
CAIC ELOMIR SILVA;21822;912;NORMAL;MANHÃ;35;9º ANO;33;3
CAIC ELOMIR SILVA;21823;913;NORMAL;MANHÃ;35;9º ANO;35;0
CAIC ELOMIR SILVA;21824;914;NORMAL;MANHÃ;35;9º ANO;34;7
CAIC ELOMIR SILVA;21825;915;NORMAL;MANHÃ;35;9º ANO;34;5
CAIC ELOMIR SILVA;21826;921;NORMAL;TARDE;35;9º ANO;30;1
CAIC ELOMIR SILVA;21827;922;NORMAL;TARDE;35;9º ANO;30;2
CASA DA CRIANCA DE INOÃ;20736;MATERNAL II 01;NORMAL;INTEGRAL;15;MATERNAL II;15;2
CASA DA CRIANCA DE INOÃ;20737;MATERNAL II 02;NORMAL;INTEGRAL;15;MATERNAL II;14;1
CASA DA CRIANCA DE INOÃ;20738;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;16;0
CASA DA CRIANCA DE INOÃ;20739;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;15;3
CASA DA CRIANCA DE INOÃ;20740;PRÉ I 03;NORMAL;INTEGRAL;20;PRÉ I;16;0
CASA DA CRIANCA DE INOÃ;20741;PRÉ I 04;NORMAL;INTEGRAL;20;PRÉ I;17;1
CASA DA CRIANCA DE INOÃ;20742;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;17;3
CASA DA CRIANCA DE INOÃ;20743;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;18;3
CASA DA CRIANCA DE INOÃ;20744;PRÉ II 03;NORMAL;INTEGRAL;20;PRÉ II;18;4
CASA DA CRIANCA DE INOÃ;20747;PRÉ II 04;NORMAL;INTEGRAL;20;PRÉ II;19;2
CASA DA CRIANÇA DE ITAIPUAÇU;20745;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;20;1
CASA DA CRIANÇA DE ITAIPUAÇU;20746;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;20;2
CASA DA CRIANÇA DE ITAIPUAÇU;20748;PRÉ I 03;NORMAL;INTEGRAL;20;PRÉ I;20;1
CASA DA CRIANÇA DE ITAIPUAÇU;20749;PRÉ I 04;NORMAL;INTEGRAL;20;PRÉ I;18;2
CASA DA CRIANÇA DE ITAIPUAÇU;20750;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;20;0
CASA DA CRIANÇA DE ITAIPUAÇU;20751;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;20;1
CASA DA CRIANÇA DE ITAIPUAÇU;20752;PRÉ II 03;NORMAL;INTEGRAL;20;PRÉ II;20;0
CASA DA CRIANÇA DE ITAIPUAÇU;20753;PRÉ II 04;NORMAL;INTEGRAL;20;PRÉ II;19;1
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20754;MATERNAL I 01;NORMAL;INTEGRAL;15;MATERNAL I;15;0
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20762;MATERNAL I 02;NORMAL;INTEGRAL;15;MATERNAL I;15;0
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20763;MATERNAL I 03;NORMAL;INTEGRAL;15;MATERNAL I;15;1
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20764;MATERNAL II 01;NORMAL;INTEGRAL;15;MATERNAL II;15;0
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20766;MATERNAL II 02;NORMAL;INTEGRAL;15;MATERNAL II;14;2
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20767;MATERNAL II 03;NORMAL;INTEGRAL;15;MATERNAL II;15;0
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20769;MATERNAL II 04;NORMAL;INTEGRAL;15;MATERNAL II;14;1
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20771;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;20;0
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20773;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;17;3
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20774;PRÉ I 03;NORMAL;INTEGRAL;20;PRÉ I;18;1
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20776;PRÉ I 04;NORMAL;INTEGRAL;20;PRÉ I;16;2
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20778;PRÉ I 05;NORMAL;INTEGRAL;20;PRÉ I;16;2
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20780;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;20;2
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20781;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;16;4
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20783;PRÉ II 03;NORMAL;INTEGRAL;20;PRÉ II;18;3
CEIM DÓ RÉ MI HAROLDO SANT ANNA SANTINI;20785;PRÉ II 04;NORMAL;INTEGRAL;20;PRÉ II;18;2
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20798;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;19;3
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20799;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;19;2
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20800;PRÉ I 03;NORMAL;INTEGRAL;20;PRÉ I;17;1
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20801;PRÉ I 04;NORMAL;INTEGRAL;20;PRÉ I;19;3
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20802;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;19;2
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20803;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;17;2
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20804;PRÉ II 03;NORMAL;INTEGRAL;20;PRÉ II;18;2
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20805;PRÉ II 04;NORMAL;INTEGRAL;20;PRÉ II;19;2
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20806;101;NORMAL;INTEGRAL;20;1º ANO;19;2
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20807;102;NORMAL;INTEGRAL;20;1º ANO;18;3
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20808;103;NORMAL;INTEGRAL;20;1º ANO;20;3
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20809;104;NORMAL;INTEGRAL;20;1º ANO;19;2
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20810;105;NORMAL;INTEGRAL;20;1º ANO;19;3
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20811;106;NORMAL;INTEGRAL;20;1º ANO;19;2
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20812;107;NORMAL;INTEGRAL;20;1º ANO;18;3
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;20813;108;NORMAL;INTEGRAL;20;1º ANO;19;2
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;22379;MATERNAL II 01;NORMAL;INTEGRAL;15;MATERNAL II;15;0
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;22380;MATERNAL II 02;NORMAL;INTEGRAL;15;MATERNAL II;15;1
CEIM MARILZA DA CONCEIÇÃO ROCHA MEDINA;22381;MATERNAL II 03;NORMAL;INTEGRAL;15;MATERNAL II;15;0
CEIM NELSON MANDELA;20755;MATERNAL I 21;NORMAL;TARDE;15;MATERNAL I;14;1
CEIM NELSON MANDELA;20756;MATERNAL II 11;NORMAL;MANHÃ;15;MATERNAL II;14;1
CEIM NELSON MANDELA;20757;MATERNAL II 21;NORMAL;TARDE;15;MATERNAL II;15;0
CEIM NELSON MANDELA;20758;PRÉ I 11;NORMAL;MANHÃ;20;PRÉ I;15;1
CEIM NELSON MANDELA;20760;PRÉ I 21;NORMAL;TARDE;20;PRÉ I;17;0
CEIM NELSON MANDELA;20761;PRÉ II 11;NORMAL;MANHÃ;20;PRÉ II;17;4
CEIM PINGUINHOS DE LUZ;20765;MATERNAL I 01;NORMAL;INTEGRAL;15;MATERNAL I;14;0
CEIM PINGUINHOS DE LUZ;20768;MATERNAL I 02;NORMAL;INTEGRAL;15;MATERNAL I;15;1
CEIM PINGUINHOS DE LUZ;20770;MATERNAL I 03;NORMAL;INTEGRAL;15;MATERNAL I;15;1
CEIM PINGUINHOS DE LUZ;20772;MATERNAL II 01;NORMAL;INTEGRAL;15;MATERNAL II;15;0
CEIM PINGUINHOS DE LUZ;20775;MATERNAL II 02;NORMAL;INTEGRAL;15;MATERNAL II;15;0
CEIM PINGUINHOS DE LUZ;20777;MATERNAL II 03;NORMAL;INTEGRAL;15;MATERNAL II;15;1
CEIM PINGUINHOS DE LUZ;20779;MATERNAL II 04;NORMAL;INTEGRAL;15;MATERNAL II;15;1
CEIM PINGUINHOS DE LUZ;20782;MATERNAL II 05;NORMAL;INTEGRAL;15;MATERNAL II;15;1
CEIM PINGUINHOS DE LUZ;20784;MATERNAL II 06;NORMAL;INTEGRAL;15;MATERNAL II;15;1
CEIM PINGUINHOS DE LUZ;20786;MATERNAL II 07;NORMAL;INTEGRAL;15;MATERNAL II;14;0
CEIM PINGUINHOS DE LUZ;20787;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;18;0
CEIM PINGUINHOS DE LUZ;20788;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;19;2
CEIM PINGUINHOS DE LUZ;20789;PRÉ I 03;NORMAL;INTEGRAL;20;PRÉ I;20;1
CEIM PINGUINHOS DE LUZ;20790;PRÉ I 04;NORMAL;INTEGRAL;20;PRÉ I;19;0
CEIM PINGUINHOS DE LUZ;20791;PRÉ I 05;NORMAL;INTEGRAL;20;PRÉ I;19;1
CEIM PINGUINHOS DE LUZ;20792;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;18;2
CEIM PINGUINHOS DE LUZ;20794;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;20;3
CEIM PINGUINHOS DE LUZ;20795;PRÉ II 03;NORMAL;INTEGRAL;20;PRÉ II;20;3
CEIM PINGUINHOS DE LUZ;20796;PRÉ II 04;NORMAL;INTEGRAL;20;PRÉ II;18;2
CEIM PINGUINHOS DE LUZ;20797;PRÉ II 05;NORMAL;INTEGRAL;20;PRÉ II;18;3
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20816;BERÇÁRIO II 01;NORMAL;INTEGRAL;13;BERÇÁRIO II;13;0
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20818;MATERNAL I 01;NORMAL;INTEGRAL;15;MATERNAL I;15;1
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20820;MATERNAL I 02;NORMAL;INTEGRAL;15;MATERNAL I;15;0
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20841;MATERNAL II 01;NORMAL;INTEGRAL;15;MATERNAL II;15;0
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20842;MATERNAL II 02;NORMAL;INTEGRAL;15;MATERNAL II;15;0
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20843;MATERNAL II 03;NORMAL;INTEGRAL;15;MATERNAL II;15;0
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20844;MATERNAL II 04;NORMAL;INTEGRAL;15;MATERNAL II;14;2
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20845;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;18;1
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20847;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;18;1
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20849;PRÉ I 03;NORMAL;INTEGRAL;20;PRÉ I;18;3
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20852;PRÉ I 04;NORMAL;INTEGRAL;20;PRÉ I;18;2
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20854;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;19;4
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20856;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;17;3
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20859;PRÉ II 03;NORMAL;INTEGRAL;20;PRÉ II;17;2
CEIM PROFESSORA LUCIANA PEIXOTO DE OLIVEIRA VIANNA;20860;PRÉ II 04;NORMAL;INTEGRAL;20;PRÉ II;18;2
CEIM PROFESSORA ONDINA DE OLIVEIRA COELHO;20814;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;16;1
CEIM PROFESSORA ONDINA DE OLIVEIRA COELHO;20815;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;17;2
CEIM PROFESSORA ONDINA DE OLIVEIRA COELHO;20817;PRÉ I 03;NORMAL;INTEGRAL;20;PRÉ I;18;3
CEIM PROFESSORA ONDINA DE OLIVEIRA COELHO;20819;PRÉ I 04;NORMAL;INTEGRAL;20;PRÉ I;16;2
CEIM PROFESSORA ONDINA DE OLIVEIRA COELHO;20822;PRÉ I 05;NORMAL;INTEGRAL;20;PRÉ I;17;1
CEIM PROFESSORA ONDINA DE OLIVEIRA COELHO;20823;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;15;3
CEIM PROFESSORA ONDINA DE OLIVEIRA COELHO;20824;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;13;2
CEIM PROFESSORA ONDINA DE OLIVEIRA COELHO;20825;PRÉ II 03;NORMAL;INTEGRAL;20;PRÉ II;18;3
CEIM PROFESSORA ONDINA DE OLIVEIRA COELHO;20826;PRÉ II 04;NORMAL;INTEGRAL;20;PRÉ II;19;1
CEIM PROFESSORA ONDINA DE OLIVEIRA COELHO;20827;PRÉ II 05;NORMAL;INTEGRAL;20;PRÉ II;16;1
CEIM PROFESSORA ONDINA DE OLIVEIRA COELHO;20828;PRÉ II 06;NORMAL;INTEGRAL;20;PRÉ II;13;3
CEIM PROFESSORA ONDINA DE OLIVEIRA COELHO;22492;PRÉ II 07;NORMAL;INTEGRAL;20;PRÉ II;13;3
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20498;BERÇÁRIO II 01;NORMAL;INTEGRAL;12;BERÇÁRIO II;12;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20546;BERÇÁRIO II 02;NORMAL;INTEGRAL;12;BERÇÁRIO II;12;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20547;MATERNAL I 11;NORMAL;MANHÃ;15;MATERNAL I;14;1
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20548;MATERNAL I 12;NORMAL;MANHÃ;15;MATERNAL I;14;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20549;MATERNAL I 13;NORMAL;MANHÃ;15;MATERNAL I;13;2
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20550;MATERNAL I 14;NORMAL;MANHÃ;15;MATERNAL I;13;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20551;MATERNAL I 21;NORMAL;TARDE;15;MATERNAL I;13;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20552;MATERNAL I 22;NORMAL;TARDE;15;MATERNAL I;14;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20553;MATERNAL I 23;NORMAL;TARDE;15;MATERNAL I;14;1
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20554;MATERNAL I 24;NORMAL;TARDE;15;MATERNAL I;15;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20555;MATERNAL I 25;NORMAL;TARDE;15;MATERNAL I;13;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20556;MATERNAL II 11;NORMAL;MANHÃ;15;MATERNAL II;12;2
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20581;MATERNAL II 12;NORMAL;MANHÃ;15;MATERNAL II;13;1
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20582;MATERNAL II 13;NORMAL;MANHÃ;15;MATERNAL II;13;1
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20583;MATERNAL II 21;NORMAL;TARDE;15;MATERNAL II;15;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20587;MATERNAL II 22;NORMAL;TARDE;15;MATERNAL II;13;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20589;MATERNAL II 23;NORMAL;TARDE;15;MATERNAL II;15;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20591;PRÉ I 11;NORMAL;MANHÃ;20;PRÉ I;14;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20592;PRÉ I 12;NORMAL;MANHÃ;20;PRÉ I;14;1
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20595;PRÉ I 13;NORMAL;MANHÃ;20;PRÉ I;13;1
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20597;PRÉ I 14;NORMAL;MANHÃ;20;PRÉ I;11;3
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20598;PRÉ I 21;NORMAL;TARDE;20;PRÉ I;20;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20599;PRÉ I 22;NORMAL;TARDE;20;PRÉ I;20;3
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20600;PRÉ I 23;NORMAL;TARDE;20;PRÉ I;19;2
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20601;PRÉ I 24;NORMAL;TARDE;20;PRÉ I;19;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20602;PRÉ II 11;NORMAL;MANHÃ;20;PRÉ II;11;1
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20603;PRÉ II 12;NORMAL;MANHÃ;20;PRÉ II;12;1
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20604;PRÉ II 13;NORMAL;MANHÃ;20;PRÉ II;12;1
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20605;PRÉ II 14;NORMAL;MANHÃ;20;PRÉ II;12;0
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20606;PRÉ II 15;NORMAL;MANHÃ;20;PRÉ II;14;2
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20607;PRÉ II 21;NORMAL;TARDE;20;PRÉ II;19;2
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20608;PRÉ II 22;NORMAL;TARDE;20;PRÉ II;19;2
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20609;PRÉ II 23;NORMAL;TARDE;20;PRÉ II;17;2
CEIM PROFESSOR JOSÉ CARLOS DE ALMEIDA E SILVA;20610;PRÉ II 24;NORMAL;TARDE;20;PRÉ II;19;3
CEIM RECANTO DA AMIZADE;20829;MATERNAL I 01;NORMAL;INTEGRAL;15;MATERNAL I;14;0
CEIM RECANTO DA AMIZADE;20830;MATERNAL I 02;NORMAL;INTEGRAL;15;MATERNAL I;14;0
CEIM RECANTO DA AMIZADE;20831;MATERNAL I 03;NORMAL;INTEGRAL;15;MATERNAL I;13;1
CEIM RECANTO DA AMIZADE;20832;MATERNAL II 01;NORMAL;INTEGRAL;15;MATERNAL II;13;0
CEIM RECANTO DA AMIZADE;20833;MATERNAL II 02;NORMAL;INTEGRAL;15;MATERNAL II;14;0
CEIM RECANTO DA AMIZADE;20834;MATERNAL II 03;NORMAL;INTEGRAL;15;MATERNAL II;14;0
CEIM RECANTO DA AMIZADE;20835;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;16;1
CEIM RECANTO DA AMIZADE;20836;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;17;1
CEIM RECANTO DA AMIZADE;20837;PRÉ I 03;NORMAL;INTEGRAL;20;PRÉ I;16;0
CEIM RECANTO DA AMIZADE;20838;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;17;0
CEIM RECANTO DA AMIZADE;20839;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;18;1
CEIM RECANTO DA AMIZADE;20840;PRÉ II 03;NORMAL;INTEGRAL;20;PRÉ II;17;2
CEIM SIDNÉIA DA SILVA COSTA;22335;BERÇÁRIO II 01;NORMAL;INTEGRAL;12;BERÇÁRIO II;12;0
CEIM SIDNÉIA DA SILVA COSTA;22336;BERÇÁRIO II 02;NORMAL;INTEGRAL;12;BERÇÁRIO II;12;0
CEIM SIDNÉIA DA SILVA COSTA;22337;BERÇÁRIO II 03;NORMAL;INTEGRAL;12;BERÇÁRIO II;12;0
CEIM SIDNÉIA DA SILVA COSTA;22338;MATERNAL I 01;NORMAL;INTEGRAL;15;MATERNAL I;12;0
CEIM SIDNÉIA DA SILVA COSTA;22339;MATERNAL I 02;NORMAL;INTEGRAL;15;MATERNAL I;12;2
CEIM SIDNÉIA DA SILVA COSTA;22341;MATERNAL I 03;NORMAL;INTEGRAL;15;MATERNAL I;10;0
CEIM SIDNÉIA DA SILVA COSTA;22342;MATERNAL I 04;NORMAL;INTEGRAL;15;MATERNAL I;11;0
CEIM SIDNÉIA DA SILVA COSTA;22343;MATERNAL II 01;NORMAL;INTEGRAL;15;MATERNAL II;15;1
CEIM SIDNÉIA DA SILVA COSTA;22344;MATERNAL II 02;NORMAL;INTEGRAL;15;MATERNAL II;15;1
CEIM SIDNÉIA DA SILVA COSTA;22345;MATERNAL II 03;NORMAL;INTEGRAL;15;MATERNAL II;13;0
CEIM SIDNÉIA DA SILVA COSTA;22346;MATERNAL II 04;NORMAL;INTEGRAL;15;MATERNAL II;14;0
CEIM SIDNÉIA DA SILVA COSTA;22347;MATERNAL II 05;NORMAL;INTEGRAL;15;MATERNAL II;15;0
CEIM SIDNÉIA DA SILVA COSTA;22348;PRÉ I 01;NORMAL;INTEGRAL;20;PRÉ I;13;1
CEIM SIDNÉIA DA SILVA COSTA;22349;PRÉ I 02;NORMAL;INTEGRAL;20;PRÉ I;16;1
CEIM SIDNÉIA DA SILVA COSTA;22350;PRÉ I 03;NORMAL;INTEGRAL;20;PRÉ I;14;1
CEIM SIDNÉIA DA SILVA COSTA;22351;MATERNAL I 05;NORMAL;INTEGRAL;15;MATERNAL I;11;0
CEIM SIDNÉIA DA SILVA COSTA;22352;PRÉ I 04;NORMAL;INTEGRAL;20;PRÉ I;15;1
CEIM SIDNÉIA DA SILVA COSTA;22354;PRÉ I 05;NORMAL;INTEGRAL;20;PRÉ I;13;1
CEIM SIDNÉIA DA SILVA COSTA;22355;PRÉ II 01;NORMAL;INTEGRAL;20;PRÉ II;19;2
CEIM SIDNÉIA DA SILVA COSTA;22356;PRÉ II 02;NORMAL;INTEGRAL;20;PRÉ II;19;0
CEIM SIDNÉIA DA SILVA COSTA;22357;PRÉ II 03;NORMAL;INTEGRAL;20;PRÉ II;18;2
CEIM SIDNÉIA DA SILVA COSTA;22358;PRÉ II 04;NORMAL;INTEGRAL;20;PRÉ II;14;1
CEIM SIDNÉIA DA SILVA COSTA;22359;PRÉ II 05;NORMAL;INTEGRAL;20;PRÉ II;16;0
CEIM SIDNÉIA DA SILVA COSTA;22370;BERÇÁRIO II 04;NORMAL;INTEGRAL;12;BERÇÁRIO II;12;0
CEIM SIDNÉIA DA SILVA COSTA;22371;MATERNAL I 06;NORMAL;INTEGRAL;15;MATERNAL I;11;0
CEIM SIDNÉIA DA SILVA COSTA;22372;MATERNAL I 07;NORMAL;INTEGRAL;15;MATERNAL I;14;0
